archivo,campo_json,tipo_observado,nullable,significado,unidad,fuente,ejemplo_real
provincias_wgs84.geojson,inec_patron_horario.2021.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,42
provincias_wgs84.geojson,inec_patron_horario.2021.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,61
provincias_wgs84.geojson,inec_patron_horario.2021.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,51
provincias_wgs84.geojson,inec_patron_horario.2021.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,45
provincias_wgs84.geojson,inec_patron_horario.2021.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,61
provincias_wgs84.geojson,inec_patron_horario.2021.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,56
provincias_wgs84.geojson,inec_patron_horario.2021.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,43
provincias_wgs84.geojson,inec_patron_horario.2021.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
provincias_wgs84.geojson,inec_patron_horario.2021.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,27
provincias_wgs84.geojson,inec_patron_horario.2022,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_patron_horario.2022.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,43
provincias_wgs84.geojson,inec_patron_horario.2022.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,30
provincias_wgs84.geojson,inec_patron_horario.2022.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,44
provincias_wgs84.geojson,inec_patron_horario.2022.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,22
provincias_wgs84.geojson,inec_patron_horario.2022.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,26
provincias_wgs84.geojson,inec_patron_horario.2022.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,15
provincias_wgs84.geojson,inec_patron_horario.2022.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,61
provincias_wgs84.geojson,inec_patron_horario.2022.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,52
provincias_wgs84.geojson,inec_patron_horario.2022.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,47
provincias_wgs84.geojson,inec_patron_horario.2022.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,36
provincias_wgs84.geojson,inec_patron_horario.2022.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,35
provincias_wgs84.geojson,inec_patron_horario.2022.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,48
provincias_wgs84.geojson,inec_patron_horario.2022.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,49
provincias_wgs84.geojson,inec_patron_horario.2022.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,55
provincias_wgs84.geojson,inec_patron_horario.2022.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,57
provincias_wgs84.geojson,inec_patron_horario.2022.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,66
provincias_wgs84.geojson,inec_patron_horario.2022.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,69
provincias_wgs84.geojson,inec_patron_horario.2022.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,61
provincias_wgs84.geojson,inec_patron_horario.2022.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,59
provincias_wgs84.geojson,inec_patron_horario.2022.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,80
provincias_wgs84.geojson,inec_patron_horario.2022.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,61
provincias_wgs84.geojson,inec_patron_horario.2022.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,62
provincias_wgs84.geojson,inec_patron_horario.2022.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,41
provincias_wgs84.geojson,inec_patron_horario.2022.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,35
provincias_wgs84.geojson,inec_patron_horario.2023,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_patron_horario.2023.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,33
provincias_wgs84.geojson,inec_patron_horario.2023.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
provincias_wgs84.geojson,inec_patron_horario.2023.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,33
provincias_wgs84.geojson,inec_patron_horario.2023.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,32
provincias_wgs84.geojson,inec_patron_horario.2023.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,24
provincias_wgs84.geojson,inec_patron_horario.2023.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,18
provincias_wgs84.geojson,inec_patron_horario.2023.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,42
provincias_wgs84.geojson,inec_patron_horario.2023.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,61
provincias_wgs84.geojson,inec_patron_horario.2023.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,49
provincias_wgs84.geojson,inec_patron_horario.2023.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,40
provincias_wgs84.geojson,inec_patron_horario.2023.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,39
provincias_wgs84.geojson,inec_patron_horario.2023.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,52
provincias_wgs84.geojson,inec_patron_horario.2023.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,44
provincias_wgs84.geojson,inec_patron_horario.2023.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,61
provincias_wgs84.geojson,inec_patron_horario.2023.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,57
provincias_wgs84.geojson,inec_patron_horario.2023.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,68
provincias_wgs84.geojson,inec_patron_horario.2023.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,69
provincias_wgs84.geojson,inec_patron_horario.2023.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,79
provincias_wgs84.geojson,inec_patron_horario.2023.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,58
provincias_wgs84.geojson,inec_patron_horario.2023.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,82
provincias_wgs84.geojson,inec_patron_horario.2023.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,64
provincias_wgs84.geojson,inec_patron_horario.2023.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,54
provincias_wgs84.geojson,inec_patron_horario.2023.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,63
provincias_wgs84.geojson,inec_patron_horario.2023.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,46
provincias_wgs84.geojson,inec_patron_horario.2024,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_patron_horario.2024.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,39
provincias_wgs84.geojson,inec_patron_horario.2024.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
provincias_wgs84.geojson,inec_patron_horario.2024.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,42
provincias_wgs84.geojson,inec_patron_horario.2024.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,27
provincias_wgs84.geojson,inec_patron_horario.2024.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,22
provincias_wgs84.geojson,inec_patron_horario.2024.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,31
provincias_wgs84.geojson,inec_patron_horario.2024.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
provincias_wgs84.geojson,inec_patron_horario.2024.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,78
provincias_wgs84.geojson,inec_patron_horario.2024.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,65
provincias_wgs84.geojson,inec_patron_horario.2024.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,51
provincias_wgs84.geojson,inec_patron_horario.2024.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,60
provincias_wgs84.geojson,inec_patron_horario.2024.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,42
provincias_wgs84.geojson,inec_patron_horario.2024.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,70
provincias_wgs84.geojson,inec_patron_horario.2024.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,68
provincias_wgs84.geojson,inec_patron_horario.2024.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,57
provincias_wgs84.geojson,inec_patron_horario.2024.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,81
provincias_wgs84.geojson,inec_patron_horario.2024.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,67
provincias_wgs84.geojson,inec_patron_horario.2024.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,87
provincias_wgs84.geojson,inec_patron_horario.2024.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,105
provincias_wgs84.geojson,inec_patron_horario.2024.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,107
provincias_wgs84.geojson,inec_patron_horario.2024.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,68
provincias_wgs84.geojson,inec_patron_horario.2024.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,67
provincias_wgs84.geojson,inec_patron_horario.2024.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,56
provincias_wgs84.geojson,inec_patron_horario.2024.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,52
provincias_wgs84.geojson,inec_por_causa,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_causa.2019,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_causa.2019.DANOS MECANICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,3
provincias_wgs84.geojson,inec_por_causa.2019.EMBRIAGUEZ O DROGA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,212
provincias_wgs84.geojson,inec_por_causa.2019.EXCESO VELOCIDAD,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,10
provincias_wgs84.geojson,inec_por_causa.2019.FACTORES CLIMATICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,4
provincias_wgs84.geojson,inec_por_causa.2019.IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,740
provincias_wgs84.geojson,inec_por_causa.2019.IMPRUDENCIA DEL PEATON,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,50
provincias_wgs84.geojson,inec_por_causa.2019.MAL ESTADO DE LA VIA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,2
provincias_wgs84.geojson,inec_por_causa.2019.MAL REBASAMIENTO INVADIR CARRIL,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,93
provincias_wgs84.geojson,inec_por_causa.2019.NO RESPETA LAS SENALES DE TRANSITO,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,130
provincias_wgs84.geojson,inec_por_causa.2019.OTRAS CAUSAS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,5
provincias_wgs84.geojson,inec_por_causa.2021,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_causa.2021.DANOS MECANICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,1
provincias_wgs84.geojson,inec_por_causa.2021.EMBRIAGUEZ O DROGA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,92
provincias_wgs84.geojson,inec_por_causa.2021.EXCESO VELOCIDAD,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,24
provincias_wgs84.geojson,inec_por_causa.2021.FACTORES CLIMATICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,8
provincias_wgs84.geojson,inec_por_causa.2021.IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,436
provincias_wgs84.geojson,inec_por_causa.2021.IMPRUDENCIA DEL PEATON,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,28
provincias_wgs84.geojson,inec_por_causa.2021.MAL ESTADO DE LA VIA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,2
provincias_wgs84.geojson,inec_por_causa.2021.MAL REBASAMIENTO INVADIR CARRIL,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,14
provincias_wgs84.geojson,inec_por_causa.2021.NO RESPETA LAS SENALES DE TRANSITO,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,213
provincias_wgs84.geojson,inec_por_causa.2021.OTRAS CAUSAS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,10
provincias_wgs84.geojson,inec_por_causa.2022,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_causa.2022.DANOS MECANICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,11
provincias_wgs84.geojson,inec_por_causa.2022.EMBRIAGUEZ O DROGA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,187
provincias_wgs84.geojson,inec_por_causa.2022.EXCESO VELOCIDAD,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,44
provincias_wgs84.geojson,inec_por_causa.2022.FACTORES CLIMATICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,12
provincias_wgs84.geojson,inec_por_causa.2022.IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,507
provincias_wgs84.geojson,inec_por_causa.2022.IMPRUDENCIA DEL PEATON,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,39
provincias_wgs84.geojson,inec_por_causa.2022.MAL ESTADO DE LA VIA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,6
provincias_wgs84.geojson,inec_por_causa.2022.MAL REBASAMIENTO INVADIR CARRIL,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,55
provincias_wgs84.geojson,inec_por_causa.2022.NO RESPETA LAS SENALES DE TRANSITO,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,286
provincias_wgs84.geojson,inec_por_causa.2022.OTRAS CAUSAS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,7
provincias_wgs84.geojson,inec_por_causa.2023,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_causa.2023.DANOS MECANICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,6
provincias_wgs84.geojson,inec_por_causa.2023.EMBRIAGUEZ O DROGA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,151
provincias_wgs84.geojson,inec_por_causa.2023.EXCESO VELOCIDAD,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,29
provincias_wgs84.geojson,inec_por_causa.2023.FACTORES CLIMATICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,2
provincias_wgs84.geojson,inec_por_causa.2023.IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,593
provincias_wgs84.geojson,inec_por_causa.2023.IMPRUDENCIA DEL PEATON,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,50
provincias_wgs84.geojson,inec_por_causa.2023.MAL ESTADO DE LA VIA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,11
provincias_wgs84.geojson,inec_por_causa.2023.MAL REBASAMIENTO INVADIR CARRIL,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,41
provincias_wgs84.geojson,inec_por_causa.2023.NO RESPETA LAS SENALES DE TRANSITO,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,299
provincias_wgs84.geojson,inec_por_causa.2023.OTRAS CAUSAS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,15
provincias_wgs84.geojson,inec_por_causa.2024,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_causa.2024.DANOS MECANICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,1
provincias_wgs84.geojson,inec_por_causa.2024.EMBRIAGUEZ O DROGA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,235
provincias_wgs84.geojson,inec_por_causa.2024.EXCESO VELOCIDAD,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,42
provincias_wgs84.geojson,inec_por_causa.2024.FACTORES CLIMATICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,2
provincias_wgs84.geojson,inec_por_causa.2024.IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,687
provincias_wgs84.geojson,inec_por_causa.2024.IMPRUDENCIA DEL PEATON,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,62
provincias_wgs84.geojson,inec_por_causa.2024.MAL ESTADO DE LA VIA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,12
provincias_wgs84.geojson,inec_por_causa.2024.MAL REBASAMIENTO INVADIR CARRIL,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,44
provincias_wgs84.geojson,inec_por_causa.2024.NO RESPETA LAS SENALES DE TRANSITO,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,298
provincias_wgs84.geojson,inec_por_causa.2024.OTRAS CAUSAS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,33
provincias_wgs84.geojson,inec_por_clase,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_clase.2019,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_clase.2019.ATROPELLOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,180
provincias_wgs84.geojson,inec_por_clase.2019.CAÍDA DE PASAJEROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,9
provincias_wgs84.geojson,inec_por_clase.2019.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,630
provincias_wgs84.geojson,inec_por_clase.2019.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,108
provincias_wgs84.geojson,inec_por_clase.2019.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,15
provincias_wgs84.geojson,inec_por_clase.2019.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,220
provincias_wgs84.geojson,inec_por_clase.2019.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,71
provincias_wgs84.geojson,inec_por_clase.2019.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,16
provincias_wgs84.geojson,inec_por_clase.2021,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_clase.2021.ATROPELLOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,103
provincias_wgs84.geojson,inec_por_clase.2021.CAÍDA DE PASAJEROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,9
provincias_wgs84.geojson,inec_por_clase.2021.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,393
provincias_wgs84.geojson,inec_por_clase.2021.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,83
provincias_wgs84.geojson,inec_por_clase.2021.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,10
provincias_wgs84.geojson,inec_por_clase.2021.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,184
provincias_wgs84.geojson,inec_por_clase.2021.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,36
provincias_wgs84.geojson,inec_por_clase.2021.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,10
provincias_wgs84.geojson,inec_por_clase.2022,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_clase.2022.ATROPELLOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,154
provincias_wgs84.geojson,inec_por_clase.2022.CAÍDA DE PASAJEROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,13
provincias_wgs84.geojson,inec_por_clase.2022.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,555
provincias_wgs84.geojson,inec_por_clase.2022.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,112
provincias_wgs84.geojson,inec_por_clase.2022.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,13
provincias_wgs84.geojson,inec_por_clase.2022.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,234
provincias_wgs84.geojson,inec_por_clase.2022.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,57
provincias_wgs84.geojson,inec_por_clase.2022.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,16
provincias_wgs84.geojson,inec_por_clase.2023,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_clase.2023.ATROPELLOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,149
provincias_wgs84.geojson,inec_por_clase.2023.CAÍDA DE PASAJEROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,14
provincias_wgs84.geojson,inec_por_clase.2023.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,586
provincias_wgs84.geojson,inec_por_clase.2023.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,122
provincias_wgs84.geojson,inec_por_clase.2023.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,18
provincias_wgs84.geojson,inec_por_clase.2023.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,245
provincias_wgs84.geojson,inec_por_clase.2023.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,57
provincias_wgs84.geojson,inec_por_clase.2023.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,6
provincias_wgs84.geojson,inec_por_clase.2024,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
provincias_wgs84.geojson,inec_por_clase.2024.ATROPELLOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,192
provincias_wgs84.geojson,inec_por_clase.2024.CAÍDA DE PASAJEROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,18
provincias_wgs84.geojson,inec_por_clase.2024.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,693
provincias_wgs84.geojson,inec_por_clase.2024.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,147
provincias_wgs84.geojson,inec_por_clase.2024.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,16
provincias_wgs84.geojson,inec_por_clase.2024.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,258
provincias_wgs84.geojson,inec_por_clase.2024.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,75
provincias_wgs84.geojson,inec_por_clase.2024.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,17
provincias_wgs84.geojson,inec_resumen_historico,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
provincias_wgs84.geojson,inec_resumen_historico.2019,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
provincias_wgs84.geojson,inec_resumen_historico.2019.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,82
provincias_wgs84.geojson,inec_resumen_historico.2019.lesionados,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,1097
provincias_wgs84.geojson,inec_resumen_historico.2019.siniestros,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,1249
provincias_wgs84.geojson,inec_resumen_historico.2021,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
provincias_wgs84.geojson,inec_resumen_historico.2021.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,96
provincias_wgs84.geojson,inec_resumen_historico.2021.lesionados,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,625
provincias_wgs84.geojson,inec_resumen_historico.2021.siniestros,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,828
provincias_wgs84.geojson,inec_resumen_historico.2022,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
provincias_wgs84.geojson,inec_resumen_historico.2022.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,100
provincias_wgs84.geojson,inec_resumen_historico.2022.lesionados,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,1044
provincias_wgs84.geojson,inec_resumen_historico.2022.siniestros,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,1154
provincias_wgs84.geojson,inec_resumen_historico.2023,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
provincias_wgs84.geojson,inec_resumen_historico.2023.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,82
